"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.managers","managers","last_name","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.managers","managers","city","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.sales","sales","city","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.sales","sales","date","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.sales","sales","value","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.sales","sales","currency","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.labor","labor","city","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.labor","labor","date","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.labor","labor","scheduled_labor","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.weather","weather","city","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.weather","weather","date","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.weather","weather","low_temp","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.weather","weather","high_temp","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.weather","weather","conditions","VARCHAR","","False"
"8a3ac94d5678dcf4371b0b6e68b38ac2","us-east-1","in.c-sample_data.weather","weather","short_description","VARCHAR","","False"
"2d585f9de5b484e8c19e7d03a06c8299","us-east-1","in.c-nlp-test.test","test","id","VARCHAR","","False"
"2d585f9de5b484e8c19e7d03a06c8299","us-east-1","in.c-nlp-test.test","test","text","VARCHAR","","False"
"2d585f9de5b484e8c19e7d03a06c8299","us-east-1","in.c-nlp-test.test","test","sourceLanguage","VARCHAR","","False"
"2d585f9de5b484e8c19e7d03a06c8299","us-east-1","in.c-nlp-test.csv-import","csv-import","text","VARCHAR","","False"
"2d585f9de5b484e8c19e7d03a06c8299","us-east-1","in.c-nlp-test.nlp-test","nlp-test","id","VARCHAR","","False"
"2d585f9de5b484e8c19e7d03a06c8299","us-east-1","in.c-nlp-test.nlp-test","nlp-test","source","VARCHAR","","False"
