"in.c-mailgun.mailing_list_test_snapshot","us-east-1","5150","mailing_list_test_snapshot","snap_pk","2020-06-02T19:17:21+0200","2020-06-02T19:17:30+0200","2020-06-02T19:17:30+0200","0","0","False","True","in.c-mailgun","c-mailgun","in","2018-10-26T13:39:26+0200","2020-06-02T19:17:30+0200","False"
"in.c-keboola-ex-twitter-465136779.tweets","us-east-1","5150","tweets","id","2018-11-19T15:18:57+0100","2018-11-19T15:19:08+0100","2018-11-19T15:19:09+0100","159","15872","False","True","in.c-keboola-ex-twitter-465136779","c-keboola-ex-twitter-465136779","in","2018-11-19T15:18:54+0100","2018-11-19T15:20:01+0100","False"
"in.c-keboola-ex-twitter-465136779.tweets-hashtags","us-east-1","5150","tweets-hashtags","text,tweets_pk","2018-11-19T15:19:11+0100","2018-11-19T15:19:23+0100","2018-11-19T15:19:23+0100","6","1024","False","True","in.c-keboola-ex-twitter-465136779","c-keboola-ex-twitter-465136779","in","2018-11-19T15:18:54+0100","2018-11-19T15:20:01+0100","False"
"in.c-keboola-ex-twitter-465136779.tweets-urls","us-east-1","5150","tweets-urls","url,tweets_pk","2018-11-19T15:19:39+0100","2018-11-19T15:19:48+0100","2018-11-19T15:19:49+0100","4","1536","False","True","in.c-keboola-ex-twitter-465136779","c-keboola-ex-twitter-465136779","in","2018-11-19T15:18:54+0100","2018-11-19T15:20:01+0100","False"
"in.c-keboola-ex-twitter-465136779.tweets-user-mentions","us-east-1","5150","tweets-user-mentions","user_id,tweets_pk","2018-11-19T15:19:25+0100","2018-11-19T15:19:37+0100","2018-11-19T15:19:37+0100","203","5120","False","True","in.c-keboola-ex-twitter-465136779","c-keboola-ex-twitter-465136779","in","2018-11-19T15:18:54+0100","2018-11-19T15:20:01+0100","False"
"in.c-keboola-ex-twitter-465136779.users","us-east-1","5150","users","id","2018-11-19T15:19:51+0100","2018-11-19T15:20:01+0100","2018-11-19T15:20:01+0100","27","5120","False","True","in.c-keboola-ex-twitter-465136779","c-keboola-ex-twitter-465136779","in","2018-11-19T15:18:54+0100","2018-11-19T15:20:01+0100","False"
"out.c-mailgun.gd-test","us-east-1","5150","gd-test","","2019-10-07T20:40:20+0200","2019-10-07T20:40:28+0200","2019-10-07T20:40:28+0200","1","1024","False","True","out.c-mailgun","c-mailgun","out","2018-11-28T19:29:44+0100","2019-10-07T20:40:28+0200","False"
"out.c-mailgun.logs","us-east-1","5150","logs","msg_id,event_id","2019-01-04T23:03:11+0100","2019-01-07T20:51:06+0100","2019-01-07T20:51:06+0100","12","5120","False","True","out.c-mailgun","c-mailgun","out","2018-11-28T19:29:44+0100","2019-10-07T20:40:28+0200","False"
"in.c-kds-team-ex-campaign-monitor-472125102.campaigns","us-east-1","5150","campaigns","","2018-12-20T02:05:17+0100","2019-01-23T05:35:51+0100","2019-01-23T05:35:51+0100","2","2560","False","True","in.c-kds-team-ex-campaign-monitor-472125102","c-kds-team-ex-campaign-monitor-472125102","in","2018-12-20T02:05:03+0100","2019-01-23T05:36:13+0100","False"
"in.c-kds-team-ex-campaign-monitor-472125102.clicks","us-east-1","5150","clicks","","2018-12-20T02:05:37+0100","2019-01-23T05:35:52+0100","2019-01-23T05:35:52+0100","1","2048","False","True","in.c-kds-team-ex-campaign-monitor-472125102","c-kds-team-ex-campaign-monitor-472125102","in","2018-12-20T02:05:03+0100","2019-01-23T05:36:13+0100","False"
"in.c-kds-team-ex-campaign-monitor-472125102.clients","us-east-1","5150","clients","","2018-12-20T02:05:07+0100","2019-01-23T05:35:50+0100","2019-01-23T05:35:50+0100","3","1024","False","True","in.c-kds-team-ex-campaign-monitor-472125102","c-kds-team-ex-campaign-monitor-472125102","in","2018-12-20T02:05:03+0100","2019-01-23T05:36:13+0100","False"
"in.c-kds-team-ex-campaign-monitor-472125102.lists","us-east-1","5150","lists","","2019-01-23T05:35:46+0100","2019-01-23T05:35:59+0100","2019-01-23T05:36:00+0100","2","1536","False","True","in.c-kds-team-ex-campaign-monitor-472125102","c-kds-team-ex-campaign-monitor-472125102","in","2018-12-20T02:05:03+0100","2019-01-23T05:36:13+0100","False"
"in.c-kds-team-ex-campaign-monitor-472125102.opens","us-east-1","5150","opens","","2018-12-20T02:05:27+0100","2019-01-23T05:35:51+0100","2019-01-23T05:35:52+0100","13","2560","False","True","in.c-kds-team-ex-campaign-monitor-472125102","c-kds-team-ex-campaign-monitor-472125102","in","2018-12-20T02:05:03+0100","2019-01-23T05:36:13+0100","False"
"in.c-kds-team-ex-campaign-monitor-472125102.subscribers","us-east-1","5150","subscribers","","2019-01-23T05:35:55+0100","2019-01-23T05:36:13+0100","2019-01-23T05:36:13+0100","3","2048","False","True","in.c-kds-team-ex-campaign-monitor-472125102","c-kds-team-ex-campaign-monitor-472125102","in","2018-12-20T02:05:03+0100","2019-01-23T05:36:13+0100","False"
"in.c-kds-team-ex-mixpanel-480246578.output","us-east-1","5150","output","","2019-01-29T00:23:15+0100","2019-02-06T19:41:29+0100","2019-02-06T19:41:29+0100","183602508","1495214592","False","True","in.c-kds-team-ex-mixpanel-480246578","c-kds-team-ex-mixpanel-480246578","in","2019-01-29T00:23:13+0100","2019-02-06T19:41:29+0100","False"
"in.c-kds-team-ex-cj-affiliate-484866456.commissions","us-east-1","5150","commissions","","2019-02-21T07:21:43+0100","2019-02-21T07:21:51+0100","2019-02-21T07:21:52+0100","0","0","False","True","in.c-kds-team-ex-cj-affiliate-484866456","c-kds-team-ex-cj-affiliate-484866456","in","2019-02-21T07:21:39+0100","2019-02-21T07:21:52+0100","False"
"in.c-keboola-ex-gmail-487744175.headers","us-east-1","5150","headers","messageId,name,value","2019-03-07T22:06:14+0100","2019-03-07T22:06:52+0100","2019-03-07T22:06:52+0100","26190","2539008","False","True","in.c-keboola-ex-gmail-487744175","c-keboola-ex-gmail-487744175","in","2019-03-07T22:06:01+0100","2019-03-07T22:06:54+0100","False"
"in.c-keboola-ex-gmail-487744175.messages","us-east-1","5150","messages","id","2019-03-07T22:06:04+0100","2019-03-07T22:06:50+0100","2019-03-07T22:06:50+0100","1012","24576","False","True","in.c-keboola-ex-gmail-487744175","c-keboola-ex-gmail-487744175","in","2019-03-07T22:06:01+0100","2019-03-07T22:06:54+0100","False"
"in.c-keboola-ex-gmail-487744175.parts","us-east-1","5150","parts","messageId,partId","2019-03-07T22:06:24+0100","2019-03-07T22:06:54+0100","2019-03-07T22:06:54+0100","1737","4090368","False","True","in.c-keboola-ex-gmail-487744175","c-keboola-ex-gmail-487744175","in","2019-03-07T22:06:01+0100","2019-03-07T22:06:54+0100","False"
"in.c-keboola-ex-gmail-487744175.queries","us-east-1","5150","queries","query,messageId","2019-03-07T22:06:34+0100","2019-03-07T22:06:49+0100","2019-03-07T22:06:50+0100","1012","15872","False","True","in.c-keboola-ex-gmail-487744175","c-keboola-ex-gmail-487744175","in","2019-03-07T22:06:01+0100","2019-03-07T22:06:54+0100","False"
"in.c-test.test","us-east-1","5150","test","","2019-03-27T04:22:15+0100","2019-03-27T04:23:28+0100","2019-03-27T04:23:28+0100","3","1024","False","True","in.c-test","c-test","in","2019-03-27T04:21:47+0100","2019-03-27T04:23:28+0100","False"
"out.c-pepo.logs","us-east-1","5150","logs","","2019-03-27T04:24:43+0100","2019-03-27T04:24:55+0100","2019-03-27T04:24:56+0100","3","1536","False","True","out.c-pepo","c-pepo","out","2019-03-27T04:24:39+0100","2019-03-27T04:24:56+0100","False"
"in.c-keboola-ex-google-drive-492296915.ExampleCSV-order","us-east-1","5150","ExampleCSV-order","","2019-03-28T21:48:03+0100","2019-03-28T21:48:25+0100","2019-03-28T21:48:25+0100","10","1536","False","True","in.c-keboola-ex-google-drive-492296915","c-keboola-ex-google-drive-492296915","in","2019-03-28T21:48:00+0100","2019-03-28T21:48:25+0100","False"
"in.c-keboola-ex-google-drive-492296915.ExampleCSV-order-items","us-east-1","5150","ExampleCSV-order-items","","2019-03-28T21:48:12+0100","2019-03-28T21:48:25+0100","2019-03-28T21:48:25+0100","12","1024","False","True","in.c-keboola-ex-google-drive-492296915","c-keboola-ex-google-drive-492296915","in","2019-03-28T21:48:00+0100","2019-03-28T21:48:25+0100","False"
"in.c-keboola-ex-google-drive-492297319.ExampleCSV-order","us-east-1","5150","ExampleCSV-order","","2019-03-28T21:59:13+0100","2019-04-17T02:02:18+0200","2019-04-17T02:02:19+0200","10","1536","False","True","in.c-keboola-ex-google-drive-492297319","c-keboola-ex-google-drive-492297319","in","2019-03-28T21:59:10+0100","2019-04-17T02:02:19+0200","False"
"in.c-keboola-ex-google-drive-492297319.ExampleCSV-order-items","us-east-1","5150","ExampleCSV-order-items","","2019-03-28T21:59:22+0100","2019-04-17T02:02:04+0200","2019-04-17T02:02:05+0200","12","1024","False","True","in.c-keboola-ex-google-drive-492297319","c-keboola-ex-google-drive-492297319","in","2019-03-28T21:59:10+0100","2019-04-17T02:02:19+0200","False"
"out.c-demo.orders-combined","us-east-1","5150","orders-combined","","2019-03-28T22:10:38+0100","2019-04-17T02:03:49+0200","2019-04-17T02:03:49+0200","12","1536","False","True","out.c-demo","c-demo","out","2019-03-28T22:10:35+0100","2019-04-17T02:03:49+0200","False"
"in.c-itunes.apps","us-east-1","5150","apps","","2019-04-29T08:49:11+0200","2019-04-29T08:49:18+0200","2019-04-29T08:49:18+0200","4","1024","False","True","in.c-itunes","c-itunes","in","2019-04-29T08:48:40+0200","2019-08-04T23:38:28+0200","False"
"in.c-itunes.test","us-east-1","5150","test","","2019-08-04T23:32:45+0200","2019-08-04T23:37:19+0200","2019-08-04T23:37:20+0200","2","1024","False","True","in.c-itunes","c-itunes","in","2019-04-29T08:48:40+0200","2019-08-04T23:38:28+0200","False"
"in.c-itunes.test2","us-east-1","5150","test2","","2019-08-04T23:38:22+0200","2019-08-04T23:38:28+0200","2019-08-04T23:38:28+0200","2","1024","False","True","in.c-itunes","c-itunes","in","2019-04-29T08:48:40+0200","2019-08-04T23:38:28+0200","False"
"in.c-kds-team-ex-itunes-reviews-500367097.reviews","us-east-1","5150","reviews","review_id,updated,country_code","2019-04-29T09:16:25+0200","2019-06-28T09:36:10+0200","2019-06-28T17:44:22+0200","146","19968","False","True","in.c-kds-team-ex-itunes-reviews-500367097","c-kds-team-ex-itunes-reviews-500367097","in","2019-04-29T09:16:22+0200","2019-06-28T17:44:22+0200","False"
"in.c-ex-api-generic-asana-test-v2.projects","us-east-1","5150","projects","","2019-05-07T19:18:18+0200","2019-05-07T19:19:13+0200","2019-05-07T19:19:14+0200","98","5120","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-ex-api-generic-asana-test-v2.projects-custom_field_settings","us-east-1","5150","projects-custom_field_settings","","2019-05-07T19:16:31+0200","2019-05-07T19:18:42+0200","2019-05-07T19:18:42+0200","216","11264","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-ex-api-generic-asana-test-v2.projects-custom_field_settings-enum_options","us-east-1","5150","projects-custom_field_settings-enum_options","","2019-05-07T19:16:41+0200","2019-05-07T19:18:42+0200","2019-05-07T19:18:43+0200","782","8704","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-ex-api-generic-asana-test-v2.projects-followers","us-east-1","5150","projects-followers","","2019-05-07T19:16:23+0200","2019-05-07T19:18:43+0200","2019-05-07T19:18:43+0200","293","4608","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-ex-api-generic-asana-test-v2.projects-members","us-east-1","5150","projects-members","","2019-05-07T19:16:12+0200","2019-05-07T19:18:41+0200","2019-05-07T19:18:41+0200","342","4608","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-ex-api-generic-asana-test-v2.projects_details","us-east-1","5150","projects_details","id","2019-05-07T19:16:00+0200","2019-05-07T19:18:45+0200","2019-05-07T19:18:45+0200","98","17408","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-ex-api-generic-asana-test-v2.sections","us-east-1","5150","sections","","2019-05-07T19:18:27+0200","2019-05-07T19:19:12+0200","2019-05-07T19:19:13+0200","425","13824","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-ex-api-generic-asana-test-v2.tasks","us-east-1","5150","tasks","id","2019-05-07T19:16:49+0200","2019-05-07T19:18:44+0200","2019-05-07T19:18:44+0200","3907","125440","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-ex-api-generic-asana-test-v2.task_details","us-east-1","5150","task_details","id","2019-05-07T19:17:00+0200","2019-05-07T19:18:46+0200","2019-05-07T19:18:47+0200","3907","528384","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-ex-api-generic-asana-test-v2.task_details-custom_field-enum_options","us-east-1","5150","task_details-custom_field-enum_options","","2019-05-07T19:17:45+0200","2019-05-07T19:19:13+0200","2019-05-07T19:19:13+0200","32871","263680","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-ex-api-generic-asana-test-v2.task_details-custom_fields","us-east-1","5150","task_details-custom_fields","","2019-05-07T19:17:36+0200","2019-05-07T19:19:13+0200","2019-05-07T19:19:14+0200","10931","239104","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-ex-api-generic-asana-test-v2.task_details-followers","us-east-1","5150","task_details-followers","","2019-05-07T19:17:10+0200","2019-05-07T19:18:42+0200","2019-05-07T19:18:42+0200","5572","49664","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-ex-api-generic-asana-test-v2.task_details-memberships","us-east-1","5150","task_details-memberships","","2019-05-07T19:17:19+0200","2019-05-07T19:18:42+0200","2019-05-07T19:18:43+0200","3958","59904","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-ex-api-generic-asana-test-v2.task_details-tags","us-east-1","5150","task_details-tags","","2019-05-07T19:17:27+0200","2019-05-07T19:18:42+0200","2019-05-07T19:18:42+0200","85","2560","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-ex-api-generic-asana-test-v2.task_stories","us-east-1","5150","task_stories","id","2019-05-07T19:18:06+0200","2019-05-07T19:19:17+0200","2019-05-07T19:19:17+0200","23484","1141760","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-ex-api-generic-asana-test-v2.task_subtasks","us-east-1","5150","task_subtasks","id","2019-05-07T19:17:54+0200","2019-05-07T19:19:14+0200","2019-05-07T19:19:15+0200","1564","52224","False","True","in.c-ex-api-generic-asana-test-v2","c-ex-api-generic-asana-test-v2","in","2019-05-07T19:15:56+0200","2019-05-07T19:19:17+0200","False"
"in.c-leochan-ex-asana-502703292.projects","us-east-1","5150","projects","","2019-05-07T22:33:28+0200","2019-05-07T22:34:22+0200","2019-05-07T22:34:22+0200","98","5120","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.projects-custom_field_settings","us-east-1","5150","projects-custom_field_settings","","2019-05-07T22:31:26+0200","2019-05-07T22:33:51+0200","2019-05-07T22:33:51+0200","216","11264","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.projects-custom_field_settings-enum_options","us-east-1","5150","projects-custom_field_settings-enum_options","","2019-05-07T22:31:35+0200","2019-05-07T22:33:51+0200","2019-05-07T22:33:52+0200","782","8704","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.projects-followers","us-east-1","5150","projects-followers","","2019-05-07T22:31:17+0200","2019-05-07T22:33:50+0200","2019-05-07T22:33:51+0200","295","4608","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.projects-members","us-east-1","5150","projects-members","","2019-05-07T22:31:43+0200","2019-05-07T22:33:50+0200","2019-05-07T22:33:51+0200","344","4608","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.projects_details","us-east-1","5150","projects_details","id","2019-05-07T22:31:06+0200","2019-05-07T22:33:54+0200","2019-05-07T22:33:55+0200","98","17408","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.sections","us-east-1","5150","sections","","2019-05-07T22:33:37+0200","2019-05-07T22:34:21+0200","2019-05-07T22:34:22+0200","425","13824","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.tasks","us-east-1","5150","tasks","id","2019-05-07T22:31:51+0200","2019-05-07T22:33:54+0200","2019-05-07T22:33:54+0200","3909","125440","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.task_details","us-east-1","5150","task_details","id","2019-05-07T22:32:00+0200","2019-05-07T22:33:55+0200","2019-05-07T22:33:55+0200","3909","528896","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.task_details-custom_field-enum_options","us-east-1","5150","task_details-custom_field-enum_options","","2019-05-07T22:32:21+0200","2019-05-07T22:33:52+0200","2019-05-07T22:33:52+0200","32894","263680","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.task_details-custom_fields","us-east-1","5150","task_details-custom_fields","","2019-05-07T22:32:11+0200","2019-05-07T22:33:52+0200","2019-05-07T22:33:52+0200","10939","239104","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.task_details-followers","us-east-1","5150","task_details-followers","","2019-05-07T22:32:29+0200","2019-05-07T22:33:52+0200","2019-05-07T22:33:52+0200","5574","49664","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.task_details-memberships","us-east-1","5150","task_details-memberships","","2019-05-07T22:32:48+0200","2019-05-07T22:34:21+0200","2019-05-07T22:34:22+0200","3960","59904","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.task_details-tags","us-east-1","5150","task_details-tags","","2019-05-07T22:32:38+0200","2019-05-07T22:34:24+0200","2019-05-07T22:34:24+0200","85","2560","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.task_stories","us-east-1","5150","task_stories","id","2019-05-07T22:33:09+0200","2019-05-07T22:34:27+0200","2019-05-07T22:34:27+0200","23500","1142784","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.task_subtasks","us-east-1","5150","task_subtasks","id","2019-05-07T22:32:58+0200","2019-05-07T22:34:24+0200","2019-05-07T22:34:24+0200","1564","52224","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502703292.workspaces","us-east-1","5150","workspaces","","2019-05-07T22:33:20+0200","2019-05-07T22:34:22+0200","2019-05-07T22:34:22+0200","2","1024","False","True","in.c-leochan-ex-asana-502703292","c-leochan-ex-asana-502703292","in","2019-05-07T22:31:02+0200","2019-05-07T22:34:27+0200","False"
"in.c-leochan-ex-asana-502741844.projects","us-east-1","5150","projects","","2019-05-08T00:27:32+0200","2019-05-08T00:28:31+0200","2019-05-08T00:28:31+0200","196","5632","False","True","in.c-leochan-ex-asana-502741844","c-leochan-ex-asana-502741844","in","2019-05-08T00:24:35+0200","2019-05-08T00:28:35+0200","False"
"in.c-leochan-ex-asana-502741844.projects-custom_field_settings","us-east-1","5150","projects-custom_field_settings","","2019-05-08T00:25:05+0200","2019-05-08T00:28:02+0200","2019-05-08T00:28:02+0200","216","11264","False","True","in.c-leochan-ex-asana-502741844","c-leochan-ex-asana-502741844","in","2019-05-08T00:24:35+0200","2019-05-08T00:28:35+0200","False"
"in.c-leochan-ex-asana-502741844.projects-custom_field_settings-enum_options","us-east-1","5150","projects-custom_field_settings-enum_options","","2019-05-08T00:25:16+0200","2019-05-08T00:28:02+0200","2019-05-08T00:28:02+0200","782","8704","False","True","in.c-leochan-ex-asana-502741844","c-leochan-ex-asana-502741844","in","2019-05-08T00:24:35+0200","2019-05-08T00:28:35+0200","False"
"in.c-leochan-ex-asana-502741844.projects-followers","us-east-1","5150","projects-followers","","2019-05-08T00:24:51+0200","2019-05-08T00:27:58+0200","2019-05-08T00:27:59+0200","295","4608","False","True","in.c-leochan-ex-asana-502741844","c-leochan-ex-asana-502741844","in","2019-05-08T00:24:35+0200","2019-05-08T00:28:35+0200","False"
"in.c-leochan-ex-asana-502741844.projects-members","us-east-1","5150","projects-members","","2019-05-08T00:25:28+0200","2019-05-08T00:27:59+0200","2019-05-08T00:28:00+0200","344","4608","False","True","in.c-leochan-ex-asana-502741844","c-leochan-ex-asana-502741844","in","2019-05-08T00:24:35+0200","2019-05-08T00:28:35+0200","False"
"in.c-leochan-ex-asana-502741844.projects_details","us-east-1","5150","projects_details","id","2019-05-08T00:24:39+0200","2019-05-08T00:28:02+0200","2019-05-08T00:28:03+0200","98","17408","False","True","in.c-leochan-ex-asana-502741844","c-leochan-ex-asana-502741844","in","2019-05-08T00:24:35+0200","2019-05-08T00:28:35+0200","False"
"in.c-leochan-ex-asana-502741844.sections","us-east-1","5150","sections","","2019-05-08T00:27:43+0200","2019-05-08T00:28:31+0200","2019-05-08T00:28:31+0200","425","13824","False","True","in.c-leochan-ex-asana-502741844","c-leochan-ex-asana-502741844","in","2019-05-08T00:24:35+0200","2019-05-08T00:28:35+0200","False"
